               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.037924,            0.029595,                   0,             0.83546,             0.75007,             0.81555,             0.42491,            0.040753,            0.017348,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.037857,            0.028576,                   0,             0.84588,             0.74906,             0.81772,             0.42753,            0.040527,            0.017268,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.037898,            0.028325,                   0,             0.82686,             0.75007,             0.81595,             0.42532,            0.040793,            0.017289,                   0,           0.0019315,           0.0019315,           0.0019315
                 165,            0.037554,            0.028353,                   0,             0.81776,             0.74763,             0.80562,             0.41686,            0.040786,            0.017413,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.036938,            0.028449,                   0,             0.83794,             0.75007,             0.81644,             0.42329,            0.040884,            0.017353,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.037804,            0.028614,                   0,              0.8291,             0.74817,             0.81574,             0.42678,            0.040875,            0.017396,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.037627,            0.029081,                   0,             0.83362,             0.75575,             0.81747,             0.42563,            0.040787,            0.017324,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,            0.037257,            0.030144,                   0,             0.83795,             0.76312,             0.82594,             0.43788,            0.040128,            0.017156,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.037396,            0.029418,                   0,               0.827,             0.75169,             0.81691,             0.41796,            0.040766,             0.01735,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.037269,              0.0295,                   0,             0.83859,             0.76686,             0.81932,             0.42391,            0.040702,            0.017287,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.037675,            0.028404,                   0,             0.84335,             0.73626,             0.81412,             0.42489,            0.040658,            0.017382,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,            0.037647,             0.02947,                   0,             0.85321,             0.74844,             0.82632,             0.43753,            0.040367,            0.017162,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.036977,            0.029346,                   0,             0.86117,             0.74303,             0.81836,             0.42728,            0.040876,            0.017257,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,            0.037292,            0.028266,                   0,             0.84313,             0.75242,             0.81887,             0.43283,            0.040355,            0.017193,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.037157,             0.02986,                   0,             0.85097,             0.76036,             0.82554,             0.43042,            0.040429,            0.017139,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.036988,             0.02856,                   0,             0.83842,             0.76523,             0.82615,             0.43438,            0.040232,            0.017147,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.036861,            0.028017,                   0,             0.84798,             0.75684,             0.82514,             0.43782,             0.04014,            0.017098,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.036514,            0.028482,                   0,             0.83358,             0.76686,             0.81801,             0.42741,            0.040137,            0.017154,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.036397,            0.028737,                   0,              0.8584,             0.75512,             0.82768,             0.44113,            0.040159,            0.017048,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.036592,            0.029092,                   0,             0.84342,             0.75873,              0.8232,             0.43632,            0.039952,            0.017089,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.036497,            0.028153,                   0,             0.84622,             0.75842,             0.82311,             0.43336,            0.040182,            0.017107,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.036836,            0.028908,                   0,             0.82959,             0.76902,             0.81962,             0.42817,             0.04026,            0.017086,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.036417,            0.028358,                   0,             0.85202,             0.75738,             0.82782,              0.4385,            0.039784,             0.01707,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.037013,            0.028859,                   0,             0.84412,             0.75516,             0.82196,             0.42794,            0.040269,            0.017266,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.036378,             0.02829,                   0,             0.85599,             0.75487,             0.82716,             0.44116,            0.039906,            0.017078,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.036295,            0.027451,                   0,             0.84075,             0.76053,             0.82627,             0.43326,            0.040032,            0.017065,                   0,            0.000793,            0.000793,            0.000793
                 188,             0.03576,            0.028124,                   0,             0.84432,             0.77281,             0.83144,             0.44598,             0.03957,            0.016958,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.036973,            0.028401,                   0,             0.85447,             0.75955,             0.83012,             0.44007,            0.039621,            0.016954,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.036141,            0.028169,                   0,             0.82514,             0.77011,             0.82323,             0.42548,            0.040233,            0.017118,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.036543,             0.02841,                   0,             0.83794,             0.76584,             0.82707,              0.4372,            0.040026,             0.01703,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.036025,            0.028462,                   0,             0.85822,             0.75955,             0.83134,             0.44459,            0.039721,             0.01698,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.036292,             0.02754,                   0,             0.85589,             0.76067,             0.82989,             0.44087,            0.039645,             0.01699,                   0,            0.000496,            0.000496,            0.000496
                 194,            0.035613,            0.028073,                   0,             0.86236,             0.75665,             0.83118,             0.44542,            0.039638,            0.016977,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.036533,            0.027871,                   0,             0.85388,             0.76198,               0.834,             0.43809,            0.039887,            0.017041,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.035951,            0.028606,                   0,             0.86214,             0.75061,             0.82993,             0.43853,            0.039728,            0.017015,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.035762,            0.028776,                   0,             0.84752,             0.76848,             0.83213,             0.43971,            0.039686,            0.016978,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.035508,            0.028084,                   0,             0.85658,             0.76011,             0.83083,             0.44041,            0.039551,            0.017023,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.035826,            0.027347,                   0,             0.85774,             0.76245,             0.83264,             0.44576,            0.039475,            0.016925,                   0,            0.000199,            0.000199,            0.000199
